Chapter,Verse,Sanskrit ,Word Meanings,Translation ,chapter,verse,sanskrit,translation,question
2,34,वितर्का हिंसादयः कृतकारितानुमोदिता लोभक्रोधमोहपूर्वका मृदुमध्याधिमात्रा दुःखाज्ञानानन्तफला इति प्रतिपक्षभावनम्,"वितर्क  = analytical thinking, negative thoughts; हिंसा = harming; आदय  = et cetera; कृत = done, accomplished; कारित = caused to be done, instigated; अनुमोदित = approved; लोभ = greed; क्रोध = anger; मोह = delusion; पूर्वक = preceded by; मेदु = mild; मध्य  = moderate; अधिमात्र = extreme, intense; दुःख = distress, pain, suffering; अज्ञान = ignorance; अनंत = endless, boundless; फल  = fruit; इति  = thus; प्रतिपक्ष = opposite; भावनम = realizing, becoming","Negative thoughts such as violence etc. arise from greed, anger, or attachment, and regardless of their intensity such as less, medium or excessive, inevitably lead to ignorance and suffering. Therefore, it is necessary to cultivate counteracting (i.e.positive) thoughts.",,,,,
2,35,अहिंसाप्रतिष्ठायां तत्सन्निधौ वैरत्यागः,"अहिंसा = not harming; प्रतिष्ठा = based on, grounded in; तत  = that, these; सन्निधौ = presence; वैर = hostility; त्याग = abandonment","When one is strongly rooted in non-violence, it fosters an environment (around that yogi) where others resign their hatred.",,,,,
2,36,सत्यप्रतिष्ठायां क्रियाफलाश्रयत्वम्,"सत्य = truthfulness, truth; प्रतिष्ठा = based on, grounded in; क्रिया = action; फल  = fruit; श्रयत्वम  = rest on","Those who become firmly rooted in truthfulness, experience every action and its outcome in accordance with the truth.",,,,,
2,37,अस्तेयप्रतिष्ठायां सर्वरत्नोपस्थानम्,"अस्तेय = not stealing; प्रतिष्ठा = based on, grounded in; सर्व = all; रत्न = jewel; उपस्थानम = approach, materialize
","For those established in the virtue of non-stealing (or not accepting which is not their's), entire treasures are revealed.",,,,,
2,38,ब्रह्मचर्यप्रतिष्ठायां वीर्यलाभः,"ब्रह्मचर्य = celibacy, impeccable conduct; प्रतिष्ठा = based on, grounded in; वीर्य = energy, vigor; लाभ = acquired
",Celibacy when deeply ingrained secures energy.,,,,,
2,39,अपरिग्रहस्थैर्ये जन्मकथंतासंबोधः,"अपरिग्रह = not being acquisitive; स्थैर्य = being settled in; जन्म = birth; कथंता = understanding why; संबोध = insight
","Being resolute in the state of non-greediness (desirelessness), the understanding of (previous) births is revealed. ",,,,,
2,40,शौचात्स्वाङ्गजुगुप्सा परैरसंसर्गः,"शौच = purity; स्व = own; अंग = limb, component; जुगुप्सा = disinclination, detachment; परै = other; असंसर्ग = freedom from contact
","Practicing cleanliness, one becomes free from the body's compulsions and from the need of (physically) associating with others.",,,,,
2,41,सत्त्वशुद्धिसौमनस्यैकाग्र्येन्द्रियजयात्मदर्शनयोग्यत्वानि च,"सत्त्व = clarity, luminosity; a fundamental essence of nature, or guna; शुद्धि = purity; सौमनस्य = gladness; एक  = one; आग्र्य = pointed; इन्द्रिय = sensory apparatus; जय = mastery; आत्म = self, essence; दर्शन = vision, perspective; योग्यता = capability; च = and","Developing sattva through the practice of cleanliness (mental purification) leads to radiance, increased ability to focus, sense control, and ability for self-awareness.",,,,,
2,42,संतोषादनुत्तमः सुखलाभः,"संतोष = contentment; अनुत्तम = unsurpassed; सुख = happiness; लाभ = acquired
",Contentment brings an unmatched sense of joy.,,,,,
2,43,कायेन्द्रियसिद्धिरशुद्धिक्षयात्तपसः,"काया = body; इन्द्रिय = sensory apparatus; सिद्धि = perfection; अशुद्धि = impurity; क्षयात = dwindling, decreasing; तपस = heat, intensity of discipline, austerity","Through intense discipline, impurities are burned away, and the body and senses become highly refined.",,,,,
2,44,स्वाध्यायादिष्टदेवतासंप्रयोगः,"स्वाध्याय = self-study; इष्ट = desired; देवता = deity; संप्रयोग = contact
",Self-reflection strengthens the connection with one's personal deity.,,,,,
2,45,समाधिसिद्धिरीश्वरप्रणिधानात्,"समाधि = oneness, integration; सिद्धि = perfection; ईश्वर = divine ideal of pure awareness; प्रणिधान = surrender, dedication, application, alignment",Devotion towards God or Ishvara* bestows the competence to attain samadhi* (liberation).,,,,,
2,46,स्थिरसुखमासनम्,"स्थिर = steady, stable; सुखम = happiness; आसन = posture
",The body should actualize both steadiness and ease during a psychophysical posture.,,,,,
2,47,प्रयत्नशैथिल्यानन्तसमापत्तिभ्याम्,"प्रयत्न = effort; शैथिल्य = relaxation; अनन्त = endless, boundless; समापत्तिभ्याम = coalescence, unified contemplation
","This is possible when all effort is relaxed, and a sense of unity between the body and the infinite universe emerges.",,,,,
2,48,ततो द्वंद्वानभिघातः,"ततो = therefore, from these, from that; द्वंद्व = play of opposites, dualities; अनभिघात = insulation, being beyond disturbance
","At this point, the dualities of opposites no longer disturbs one.",,,,,
2,49,तस्मिन्सति श्वासप्रश्वासयोर्गतिविच्छेदः प्राणायामः,"तस्मिन् = in this; सति = existing; श्वास = inhalation; प्रश्वास = exhalation; गति = flow;  विच्छेद  = cessation, interruption; प्राणायाम = breath regulation","After the psychophysical posture is achieved, breath regulation follows. It happens when inhalations and exhalations are regulated.",,,,,
2,50,बाह्याभ्यन्तरस्तम्भवृत्तिर्देशकालसंख्यामि परिदृष्टो दीर्घसूक्ष्मः,"बाह्य = external; अभ्यन्तर = internal; स्तम्भ = stationary; वृत्ति = patterning, turnings, movements; देश = place; काल = time; संख्या = number; परिदृष्टो  = observed, measured, scrutinized ; दीर्घ = long; सूक्ष्म = subtle
","(Breath regulation or Pranayama* has three dimensions) inhalation, exhalation, and the (various) pauses (kumbhakka*). By paying attention to the place, time and number of each aspects, they become more subtle and extended.",,,,,
2,51,बाह्याभ्यन्तरविषयाक्षेपी चतुर्थः,"बाह्य = external; अभ्यान्तर = internal; विषय = object (of experience), phenomenon; अक्षेपी = transcending; चतुर्थ = fourth
","In the fourth dimension (of breath regulation), the division between inhaling and exhaling disappears.",,,,,
2,52,ततः क्षीयते प्रकाशावरणम्,"तत = therefore, from these, from that; क्षीयते = disappears; प्रकाश = brightness; आवरणम = covering, veil, layer
","Then, the concealer of the illumination (sattva*) fades.",,,,,
2,53,धारणासु च योग्यता मनसः,"धारणासु = concentration; च = and; योग्यता = capability; मनस = mind
","Also, the capability of the mind to concentrate (dharana*) is actualized.",,,,,
2,54,स्वविषयासंप्रयोगे चित्तस्वरूपानुकार इवेन्द्रियाणां प्रत्याहारः,"स्व = own; विषय = object (of experience), phenomenon; असंप्रयोग = uncoupling; चित्त = consciousness; स्व = own; रूप = form; अनुकार = imitation, following suit; इव = like, thus, as it were; इन्द्रिय = sensory apparatus; प्रत्याहार = withdrawal of the senses
","When the senses are disengaged from their respective sense objects and identifies with the nature of the chitta, then sense withdrawal (Pratyahara*) happens. ",,,,,
2,55,ततः परमावश्यतेन्द्रियाणाम्,"तत: = therefore, from these, from that; परम = ultimate, highest, purest; वश्यत = obedience, subservience; इन्द्रिय  = sensory apparatus","Afterwards, the supreme mastery over the senses is attained.",,,,,
3,1,देशबन्धश्चित्तस्य धारणा,देश = place; बन्ध  = binding;  चित्त = consciousness; धारणा = concentration,Concentration/Attention is focusing on a single place.,,,,,
3,2,तत्र प्रत्ययैकतानता ध्यानम्,"तत्र = there, in that; प्रत्यय = perception, thought, intention, representation; एक  = one; तानता = extension, stretching; ध्यान  = meditative absorption
","In meditation, one's entire perceptual experience becomes uninturreptedly aligned with that object.",,,,,
3,3,तदेवार्थमात्रनिर्भास स्वरूपशून्यमिव समाधिः,"तद = its, that; एव = thus; अर्थ = meaning, purpose, approach; मात्र  = only; निर्भास = shining; स्व  = own; रूप = form; शून्य  = empty; इव = like, thus, as it were; समाधि = oneness, integration
","When only the essence of that object (used for dhyana) remains, and (chitta's) own functions (other cognitive abilities) appears non-existent then samadhi* has been achieved.",,,,,
3,4,त्रयमेकत्र संयमः,"त्रयम = these three; एकत्र  = in one, as one; संयम = constraint, perfect discipline
","The pure state of cognition (samyama*) involves all the (above) three (concentration, meditative absorption, and integration towards a single object.) ",,,,,
3,5,तज्जयात्प्रज्ञालोकः,"तद = that; ययात = mastery; प्रज्ञा = wisdom; आलोक = illumination, flashes of brilliance
","When one masters this discipline, light of wisdom dawns. [Stages of this wisdom has been mentioned in sutra 2.27]",,,,,
3,6,तस्य भूमिषु विनियोगः,"तस्य = of this, that; भूमिषु = stage; विनियोग = progression, application
",It (Samyama* or pure state of cognition) should be applied (sequentially) on various stages or planes (of refined cognition).,,,,,
3,7,त्रयमन्तरङ्गं पूर्वेभ्यः,"त्रयम = these three; अन्तर  = inner; अंग  = limb, component; पूर्वेभ्य = earlier
","These three limbs (concentration, absorption, and integration) are innermost with respect to the previous five.",,,,,
3,8,तदपि बहिरङ्गं निर्बीजस्य,"तद = its, that; अपि = also; बहि = external; अंग = limb, component; निर्बीज = seedless
","However, even these three are considered extrinsic with respect to the state of integration that bears no potential/seeds (Nirbeej Samadhi*). ",,,,,
3,9,व्युत्थाननिरोधसंस्कारयोरभिभवप्रादुर्भावौ निरोधक्षणचित्तान्वयो निरोधपरिणामः,"व्युत्थान = emergence; निरोध = stilling, cessation, restriction; संस्कार = latent impressions; अभिभव = subjugation, suppression, submergence; प्रादुर = outside; भावौ  = being, becoming; निरोध = stilling, cessation, restriction; क्षण = moment; चित्त = consciousness; अन्वयो = connected to, permeated; निरोध = stilling, cessation, restriction; परिणाम = transformation",The cyclical suppression of worldly or distracting smaskaras and emergence of restraining (nirodha*) samskaras eventually fades the former resulting in the frequent contact of the chitta with restraining samskaras. This enables the state of restraint or Nirodha-parinama*.,,,,,
3,10,तस्य प्रशान्तवाहिता संस्कारात्,"तस्य = of this (mind); प्रशान्त = tranquil; वाहिता = flow, progression; संस्कारात = latent impressions
",The unhinged fludity of the thoughts in the mind is due to the samskaras. ,,,,,
3,11,सर्वार्थतैकाग्रतयोः क्षयोदयौ चित्तस्य समाधिपरिणामः,"सर्व = all; अर्थात = regarding the meaning of something; एकाग्रतयो = one-pointedness, focus; क्षय  = dwindling, decreasing; उदयौ = arising, appearance; चित्त = consciousness; समाधि  = oneness, integration; परिणाम = transformation","In the state of liberation (Samadhi parinama*), the chitta eliminates multi-pointedness and develops one-pointedness.",,,,,
3,12,ततः पुनः शान्तोदितौ तुल्यप्रत्ययौ चित्तस्यैकाग्रतापरिणामः,"ततः  = therefore, from these, from that; पुनः = again; शान्त  = quiescent, subsided; उदितौ = arisen; तुल्य  = similar, equal; प्रत्ययौ = perception, thought, intention, representation; चित्त = consciousness; एकाग्रता = one-pointedness, focus; परिणाम = transformation
","Then, again, the one object or idea of focus present/arising on the chitta is identical to the one which subsides. This state is of one-pointedness (Ekagrata parinama*).",,,,,
3,13,एतेन भूतेन्द्रियेषु धर्मलक्षणावस्थापरिणामा व्याख्याताः,"एतेन = by this; भूत = element; इन्द्रियेषु   = sensory apparatus; धर्म  property, visible form, experiential substance; लक्षण = characteristic, time factors; अवस्था = condition; परिणाम = transformation; व्याख्याता = described, explained
","Similar to this (like the above changes in consiousness), dynamic changes (due to interplay of gunas) in material objects and senses can be interpreted at three levels : funtion (dharma*), timespan (lakshana*) and condition (awastha*).",,,,,
3,14,शान्तोदिताव्यपदेश्यधर्मानुपाती धर्मी,"शान्त = quiescent, subsided; उदित = arisen; अव्यपदेश्य = unmanifest; धर्म = property, visible form, experiential substance; अनुपाती = following, relying upon;धर्मी = substrate, substance
","The underlying foundation (dharmi*) remains the same, irrespective of whether it manifests in a particular form or funtion (dharma*) - before, during, or after the transformation.",,,,,
3,15,क्रमान्यत्व परिणामान्यत्वे हेतुः,"क्रम = sequence, flow, succession; अन्यत्व = differentiation, variation; परिणाम = transformation; अन्यत्वे = differentiation, variation; हेतुः = cause, reason
","These transformations (of objects/awareness) seem to occur in a specific manner, which is caused by change in sequence (of characteristics).",,,,,
3,16,परिणामत्रयसंयमादतीतानागतज्ञानम्,"परिणाम = transformation; त्रय = these three; संयम = constraint, perfect discipline; अतीत = past; अनागत = future; ज्ञान = knowledge
","By carefully observing (a pure state of cognition or samyama*) the three aspects of change - function, timespan, and condition, one can gain insights into both the past and future.",,,,,
3,17,शब्दार्थप्रत्ययानामितरेतराध्यासात्संकरस्तत्प्रविभागसंयमात्सर्वभूतरुतज्ञानम्,"शब्द = verbal, linguistic; अर्थ = meaning, purpose, approach; प्रत्ययान = perception, thought, intention, representation; इतरेतर  = one another; अध्यासात = superimposition; संकर = confusion, mixing up; तत  = that, these; प्रविभाग = distinction; संयम = constraint, perfect discipline; सर्व = all; भूत = element, being; रुत = language, sound; ज्ञान = knowledge","The concepts of word, meaning, and perception are often intertwined, creating confusion between them. However, by paying attention to the differences between them through perfect discipline (samyama*), one can gain insights into the sounds of all living beings.",,,,,
3,18,संस्कारसाक्षात्करणात्पूर्वजातिज्ञानम्,"संस्कार = latent impressions; साक्षात = direct, through the eye; करणात = making, observing; पूर्व = earlier; जाति = birth, rank; ज्ञान = knowledge",Examining the dormant mental impressions (samskaras*) through direct perception bestows insights into past lives.,,,,,
3,19,प्रत्ययस्य परचित्तज्ञानम्,"प्रत्ययस्य = perception, thought, intention, representation; परा  = other; चित्त = consciousness; ज्ञान = knowledge",It is possible to gain insight into the consciousness of another person by focusing on their perceptions (pratyaya*).,,,,,
3,20,न च तत्सालम्बनं तस्याविषयीभूतत्वात्,"न = not; च = and; तत = that, these; सालम्बनं = with support; तस्य = of this, that; अविषयी  = not present, absent; भूतत्वात = actuality, being
","However, this insight does not extend to the object (alambana*) of their perceptions since it (the object) is not actually the subject matter of the one who is focussing (i.e. the yogi).",,,,,
3,21,कायरूपसंयमात्तद्ग्राह्यशक्तिस्तम्भे चक्षुष्प्रकाशासंयोगेऽन्तर्धानम्,"काया = body; रूप = form; संयम = constraint, perfect discipline; तत = its, that; ग्राह्य = to be received, perceived; शक्ति = power; स्तम्भे = suspension; चक्षु = eye; प्रकाश = brightness; असंयोग = uncoupling; अन्तर्धानम = invisibility, disappearance","By observing the body's physical form with perfect discipline (samyama*), it becomes invisible. This happens when the power to perceive is suspended amidst the eye and the incoming light.",,,,,
3,22,सोपक्रमं निरुपक्रमं च कर्म तत्संयमादपरान्तज्ञानमरिष्टेभ्यो वा,"सोपक्रमं = immediately manifest; निरुपक्रमं = slow to manifest; च = and; कर्म = action; तत = that, these; संयम = constraint, perfect discipline; अपरान्त = death; ज्ञान = knowledge; अरिष्टेभ्यो = signs, omens; वा = or",The consequences of actions (karma) may manifest instantly or take time to appear. Observing one's actions with perfect discipline or studying omens can offer insight into death.,,,,,
3,23,मैत्र्यादिषु बलानि,"मैत्री = friendliness; आदिषु = and the others, et cetera; बलानि  = powers, strengths","By using perfect discipline to focus on friendliness etc.(i.e compassion, delight, and equanimity), one can internalize (their) strengths.",,,,,
3,24,बलेषु हस्तिबलादीनि,"बलेषु = powers, strengths; हस्ति = elephant; बल = powers, strengths; आदीनि = and the others, et cetera
","Through focusing (samyama*) on strengths, it is possible to acquire the powers of an elephant, etc.",,,,,
3,25,प्रवृत्त्यालोकन्यासात्सूक्ष्मव्यवहितविप्रकृष्टज्ञानम्,"प्रवृत्ति = arising of activity; आलोक = illumination, flashes of brilliance; न्यासात = setting down, focusing; सूक्ष्म = subtle; व्यवहित = hidden; विप्रकृष्ट = distant; ज्ञान = knowledge","Being deeply engaged in the radiance of the mind provides insight into the subtle, concealed, and remote aspects of existence (of things).",,,,,
3,26,भुवनज्ञानं सूर्ये संयमात्,"भुवन = world; ज्ञान = knowledge; सूर्ये = on the sun; संयमात = constraint, perfect discipline","With perfect focusing (samayama*) on the sun, allows one to gain insight into the universe.",,,,,
3,27,चन्द्रे ताराव्यूहज्ञानम्,"चन्द्रे = on the moon; तारा = star; व्यूह = arrangement; ज्ञान = knowledge
","By using perfect discipline (samayama*) to focus on the moon, one can gain insight into the position of the stars.",,,,,
3,28,ध्रुवे तद्गतिज्ञानम्,"ध्रुव = polestar; तत = its, that; गति = flow; ज्ञान = knowledge
",Perfect discipline (samayama*) enables one to gain insight into the movements/speed of the stars by focusing on the polestar.,,,,,
3,29,नाभिचक्रे कायव्यूहज्ञानम्,"नाभि = navel; चक्र = wheel, energy center; काया = body; व्यूह = arrangement; ज्ञान = knowledge
","By using perfect discipline (samayama*) to focus on the navel plexus, one can gain insight into the organization of the body.",,,,,
3,30,कण्ठकूपे क्षुत्पिपासानिवृत्तिः,"कंठ = throat; कूप = pit, well, cavity; क्षुत = hunger; पिपास = thirst; अनिवृत्ति = cessation",Focusing with perfect discipline (samayama*) on the pit of the throat helps to eliminate hunger and thirst.,,,,,
3,31,कूर्मनाड्यां स्थैर्यम्,"कूर्म = tortoise; नाड़ी = channel, duct; स्थैर्यम = being settled in",Focusing with perfect discipline (samayama*) on the 'tortoise channel' (kurma naadi) helps to cultivate steadiness.,,,,,
3,32,मूर्धज्योतिषि सिद्धदर्शनम्,"मूर्ध = head, crown; ज्योतिषी = light; सिद्ध = perfected one; दर्शन = vision, perspective","Through perfect discipline (samayama*), focusing on the light at the crown of the head allows one to acquire the perspective of those who have achieved perfection (siddhas).",,,,,
3,33,प्रातिभाद्वा सर्वम्,प्रातिभात = spontaneous illumination; वा = or; सर्वम = all,"Or, intuition (a foreground of districrinatory knowledge) may bring about knowlede of all.",,,,,
3,34,हृदये चित्तसंवित्,हृदये = heart; चित्त = consciousness; संवित = understanding,"By concentrating with utmost discipline on the heart, one can comprehend the essence of consciousness.",,,,,
3,35,सत्त्वपुरुषयोरत्यन्तासंकीर्णयोः प्रत्ययाविशेषो भोगः परार्थात्स्वार्थसंयमात्पुरुषज्ञानम्,"सत्त्व = clarity, luminosity; a fundamental essence of nature, or guna; पुरुष = pure awareness; अत्यन्त = absolutely; असंकीर्णयो = unmixed; प्रत्यय = perception, thought, intention, representation; अविशेषो = indistinct; भोग = experience, enjoyment; परा = other; अर्थात = function, role; स्व = own; अर्थ = meaning, purpose, approach; संयम = constraint, perfect discipline; पुरुष = pure awareness; ज्ञान = knowledge","Wordly perception comprises of experiences where the pure consiousness (purusha*) is misconceived as pure (sattva*) intellect, whereas both are seperate. However, wordly perception exists to serve the comprehension of the other (i.e. pure consiousness).  By concentrating with utmost discipline on the one that dwells for itself, understanding of the pure consciousness is revealed.",,,,,
3,36,ततः प्रातिभश्रावणवेदनादर्शास्वादवार्ता जायन्ते,"तत: = therefore, from these, from that; प्रातिभा = spontaneous illumination; श्रावण = hearing; वेदना = feeling; दर्श = seeing; स्वाद = tasting; वार्ता = smelling; जायन्ते = occur, are produced","As a result of this (above) understanding, intuition and elevated sense of hearing, touch, sight, taste, smell emerge.",,,,,
3,37,ते समाधावुपसर्गा व्युत्थाने सिद्धयः,"ते = they, these; समाधौ = oneness, integration; उपसर्गा  = obstacle, impediment; व्युत्थाने = emergence; सिद्धय: = perfection, attainment
","Although these heightened sensory abilities may seem like accomplishments to outwardly directed mind, they are obstacles in the path of liberation/integration.",,,,,
3,38,बन्धकारणशैथिल्यात्प्रचारसंवेदनाच्च चित्तस्य परशरीरावेशः,"बंध = binding; कारण = cause, making, perception; शैथिल्यात = relaxation; प्रचार = movement, passage; संवेदना = sensitivity; च = and; चित्त = consciousness; परा = other; शरीर = body; आवेश = entering
","By letting go of one's attachment(s) and being acutely attuned to the pathways of consciousness, it can settle in another individual's body.",,,,,
3,39,उदानजयाज्जलपङ्ककण्टकादिष्वसङ्ग उत्क्रान्तिश्च,"उदान = uppermost region of energy flow, or prana, जय = mastery; जल = water; पङ्क = mud; कण्टक = thorn; आदिष्व = and the others, et cetera; असंग = without touching; उत्क्रांति = rising up; च = and","By achieving mastery over the vital energy in the neck and head (udana*), one can traverse water, mud, thorns, and other obstacles without making contact with the ground, but instead floating over them.",,,,,
3,40,समानजयाज्जवलनम्,"समान = energy flow through the solar plexus; जयात = mastery; ज्वलनम = radiance
","By acheiving mastery over the flow of energy through the solar plexus (samana*), one becomes radiant.",,,,,
3,41,श्रोत्राकाशयोः संबन्धसंयमाद्दिव्यं श्रोत्रम्,"श्रोत्र = of hearing; आकाश = space, ether; संबंध = relationship; संयम = constraint, perfect discipline; दिव्य = divine; श्रोत्रम = faculty of hearing","By intently focusing (samyama*) on the inter-relationship of the organ of hearing and space, one can attain divine hearing.",,,,,
3,42,कायाकाशयोः संबन्धसंयमाल्लघुतूलसमापत्तेश्चाऽऽकाशगमनम्,"काया = body; आकाश = space, ether; संबंध = relationship; संयम = constraint, perfect discipline; लघु = light; तूला = cotton; समापत्तेः = coalescence, unified contemplation; च = and; आकाश = space, ether; गमनम = travel","By intently focusing (samyama*) on the body's connection with the space and cultivating intense concentration (samapatti*) on the lightness as of cotton, one can travel through space.",,,,,
3,43,बहिरकल्पिता वृत्तिर्महाविदेहा ततः प्रकाशावरणक्षयः,"बहिर = external; अकल्पिता = not feasible, impossible; वृत्ति = patterning, turnings, movements; महा = great; विदेह = bodiless; ततः = therefore, from these, from that; प्रकाश = brightness; आवरण = covering, veil, layer; क्षय = disappearance
",The state of 'great disembodiment' (mahavidheha*) happens when the mind is projected outside the body into a non-imagined state. Then the veil obscuring the mind's radiance is lifted.,,,,,
3,44,स्थूलस्वरूपसूक्ष्मान्वयार्थवत्त्वसंयमाद्भूतजयः,"स्थूल = gross; स्व = own; रूप = form; सूक्ष्म = subtle; अन्वय = pervasiveness, relation; अर्थ = meaning, purpose, approach; वत्त्व = function; संयम = constraint, perfect discipline; भूत  = element, being; जय = mastery
","By intently observing the different dimensions of matter such as gross, intrinsic, subtle, interconnectedness (at the level of gunas) and purpose (of objects) with samyama*, one attains mastery over the elements.",,,,,
3,45,ततोऽणिमादिप्रादुर्भावः कायसंपत्तद्धर्मानभिघातश्च,"तत = therefore, from these, from that; अणिमा = the power to become minutely small; आदि = others; प्रादुर = outside; भाव = being, becoming; काया = body; सम्पत = perfection; तद = its, that; धर्म = property, visible form, experiential substance; अनभिघातश्च = insulation, being beyond disturbance; च = and","As a result, extraordinary abilities, such as the power to reduce oneself to the size of an atom (anima*) etc. ( and 7 more abilities) manifest. Thus the body develops ability to transcend the laws of the physical matter and attains perfection too. ",,,,,
3,46,रूपलावण्यबलवज्रसंहननत्वानि कायसंपत्,"रूप = form; लावण्य = grace; बल = strength; वज्र = diamond; संहननत्वानि = durability, firmness; काया = body; संपत = perfection
","This level of perfection of the body includes qualities such as beauty, grace, strength, and the indestructibility of a thunderbolt.",,,,,
3,47,ग्रहणस्वरूपास्मितान्वयार्थवत्त्वसंयमादिन्द्रियजयः,"ग्रहण = grasping, perceiving; स्व = own; रूप = form; अस्मिता = the sense of ‘I’, egoism; अन्वय = pervasiveness, relation; अर्थ  = meaning, purpose, approach; वत्त्व = function; संयम = constraint, perfect discipline; इन्द्रिय = sensory apparatus; जय = mastery
","One can gain control over sense organs by samyama* (on the various aspects of sense organs) - the process of obtaining knowledge, basic properties (of the sense organs), the individuating principle (asmita*), the inherent qualities and need (of the gunas*). ",,,,,
3,48,ततो मनोजवित्वं विकरण भावः प्रधानजयश्च,"ततो = therefore, from these, from that; मन = mind; जवित्वं = quickness; विकरण = without organs; भाव = condition, state; प्रधान = foundation, matrix; जय = mastery; च = and
","By doing that (samyama over sense organs) one also accquires ability to travel with the speed of thought, body independant perception and control over fundamental facets of matter (mula prakriti*).",,,,,
3,49,सत्त्वपुरुषान्यताख्यातिमात्रस्य सर्वभावाधिष्ठातृत्वं सर्वज्ञातृत्वं च,"सत्त्व = clarity, luminosity; a fundamental essence of nature, or guna; पुरुष = pure awareness; अन्यत = difference, distinction; ख्याति = seeing; मात्रस्य = only, merely; सर्व = all; भाव = condition, state; अधिष्ठातृत्वं = supremacy; सर्व = all; ज्ञातृत्वं = omniscience; च = and","Only when an individual perceives the distinction between pure awareness and the the intellect, they become knower of all and gain authority over existence.",,,,,
3,50,तद्वैराग्यादपि दोषबीजक्षये कैवल्यम्,"तद = its, that; वैराग्यात = dispassion, non-reaction, non-attachment; अपि = also; दोष = imperfection, flaw; बीज = seed, source; क्षय = dwindling, decreasing; कैवल्यम = emancipation, isolation of pure awareness
","When one detaches even from this omniscience and mastery, and the seeds of suffering decay, and pristine consciousness realizes its independent existence (state of kaivalya*).",,,,,
3,51,स्थान्युपनिमन्त्रणे सङ्गस्मयाकरणं पुनरनिष्टप्रसङ्गात्,"स्थान्य = exalted, celestial; उपनिमन्त्रण = invitation; संग = contact, attachment; स्मय = pride, beaming; आकरणं = without cause; पुनः = again, repeated, renewed; अनिष्ट = undesirable; प्रसंगात = inclination, recurrence
","Even if the divine beings call upon one, it is vital to refrain from becoming attached or arrogant; otherwise, suffering will resurface.",,,,,
3,52,क्षणतत्क्रमयोः संयमाद्विवेकजं ज्ञानम्,"क्षण = moment; तत = that, these; क्रम = sequence, flow, succession; संयम = constraint, perfect discipline; विवेक  = discrimination; जा = born; ज्ञान = knowledge","By intently focusing (samyama*) on the succession of moments in time, one gains insights that arise from discernment.",,,,,
3,53,जातिलक्षणदेशैरन्यतानवच्छेदात्तुल्ययोस्ततः प्रतिपत्तिः,"जाति = birth, rank; लक्षण = characteristic, time factors; देश = place; अन्यत = distinction; अनवच्छेदात = unbounded, continuous; तुल्य = similar, equal; तत = therefore, from these, from that; प्रतिपत्ति = understanding
","Due to which, distinction even between seemingly similar things on the basis of species, properties and location can be ascertained.  ",,,,,
3,54,तारकं सर्वविषयं सर्वथाविषयमक्रमं चेति विवेकजं ज्ञानम्,"तारकं = transcendent, delivering; सर्व = all; विषय = object (of experience); सर्वथा = in all circumstances; विषय = object (of experience); अक्रमं = not in sequence, deconstructed; च = and; इति = thus; विवेक = discrimination; जं  = born; ज्ञान = knowledge",This liberating insight deconstructs each object and every conditions in an time independant manner (i.e it is never changing unlike any other knowledge) and signifies viveka jnanam* or liberative discernment.,,,,,
3,55,सत्त्वपुरुषयोः शुद्धिसाम्ये कैवल्यमिति,"सत्त्व = clarity, luminosity, a fundamental quality of nature, or guna; पुरुष = pure awareness; शुद्धि = purity; साम्ये = equality; कैवल्यम = emancipation, isolation of pure awareness; इति = thus ",The state of 'kaivalya' or liberation dawns when the purity of intellect equals to that of the pure consciousness. ,,,,,
4,1,जन्मौषधिमन्त्रतपः समाधिजाः सिद्धयः,"जन्म = birth; औषधि = herb; मन्त्र = intonation; तप = heat, intensity of discipline, austerity; समाधि = oneness, integration; जं = born of; सिद्धय = perfection, attainment
","The mystic powers can manifest by the virtue from birth, herbal remedies, chanting of mantras, austerities and absorption in samadhi.",,,,,
4,2,जात्यन्तरपरिणामः प्रकृत्यापूरात्,"जाति = birth, rank; अंतर = other; परिणाम = transformation; प्रकृति = nature, phenomenal world; अपूरात  = overflow
",The transformation (or evolution) of a species is a result of nature's abundance. OR The transition to a new form occurs when the natural energies overflow.,,,,,
4,3,निमित्तमप्रयोजकं प्रकृतीनां वरणभेदस्तु ततः क्षेत्रिकवत्,"निमित्तम = proximate cause; अप्रयोजकं  = not causing; प्रकृति  = nature, phenomenal world; वरण = choosing; भेद = division, difference; तु = and, moreover, but; ततः = therefore, from these, from that; क्षेत्रिकवत = like a farmer","The transformation from one form to another is not caused by the inherent factors, but they only serve as guidance, akin to a farmer (directing water flow for irrigation).",,,,,
4,4,निर्माणचित्तान्यस्मितामात्रात्,"निर्माण = forming, creating; चित्त = consciousness; अस्मिता = the sense of ‘I’, egoism; मात्रात = only",Assembly of chitta (mind) is done by ego only. ,,,,,
4,5,प्रवृत्तिभेदे प्रयोजकं चित्तमेकमनेकेषाम्,प्रवृत्ति = arising of activity; भेद = division; प्रयोजकं = causing; चित्त = consciousness; एकम = one; अनेकेषाम = many,A sequence of consciousnesses that create a multitude of unique perceptions is a orchestrated by a single personal consciousness (of the yogi).,,,,,
4,6,तत्र ध्यानजमनाशयम्,"तत्र = there, in that; ध्यान = meditative absorption; जं = born; अनाशयम = not involving the store of latent impressions
",Consciousness focused due to meditative absorption does not add to the accumulation of potential impressions (unlike the other four means mentioned in 4.1).,,,,,
